Index,Hotel,Review,polarity,real_fake
212,Hyatt Regency,I appreciate that they have UV filter for drinking water in every room. Highly recommend,positive,real
213,Hyatt Regency,Helpful and friendly staff. Clean and comfortable. Would definitely recommend to family and friends.,positive,real
214,Hyatt Regency,Had a great time in Calgary since I had not been there since October 1997. The staff at the hotel were pleasant and very helpful. The hotel is a 5 star in my view.,positive,real
215,Hyatt Regency,"Fantastic location, amazing value, fabulous service, wonderful amenities. See you next time!",positive,fake
216,Hyatt Regency,Awesome experience we had... Nothing can complain about. Everything is perfect.,positive,real
217,Hyatt Regency,"My girlfriend and I did the midweek stay and spa. What an incredible package. The staff is beyond helpful and kind. I absolutely would (will, if I can!) do this again.",positive,real
218,Hyatt Regency,"Love this hotel, close vicinity to walk out tge door to plenty of places to eat and drink, without driving. Avocado toast is the best",positive,real
219,Hyatt Regency,"Beautiful luxerious hotel with attention to detail in everything from room comfort and cleanliness to bedding, toiletries and the coffee/tea station. Convenient location downtown, close to great restaurants for COVID take out. Secure parking underground. We had a lovely stay.",positive,real
220,Hyatt Regency,Great place. Great view from the room. Would recommend!,positive,real
221,Hyatt Regency,"We had a great stay in a beautiful property in the heart of downtown. Bed super comfy and room was spacious. During Covid safe and very clean hotel, very well managed. Everyone made us feel special and welcome at the hotel. Great service!",positive,fake
222,Hyatt Regency,Very relaxing place. The massage by Jessica was amazing!!! And the mani and pedi were great as well.,positive,real
223,Hyatt Regency,I made a big mistake on my reservation and they were kind to allow Expedia to resolve the issue and did not charge me. Friendly staff. Check in wasn’t till 3 but I had luggage and was super tired from travelling. I arrived at the hotel and the front receptionist was nice enough to let me check in at noon (much appreciated). Room appeared clean - tv was HUGE 👍🏼 But I had some trouble with the remote. Basic crab cable lol. Enjoyed the swimming Pool upstairs.. steam room was closed due to covid. Gym looked clean and spacious. Amenities were great. And location!! 1 minute walk to the tower. And you can see the train station from my window.,positive,real
224,Hyatt Regency,Valet guy is really nice.,positive,fake
225,Hyatt Regency,Very nice room and friendly staff,positive,fake
226,Hyatt Regency,"We had our second anniversary at the Hyatt. Anniversary was great, the hotel was terrible.- There was blood on the blanket when we arrived - I had purchased a food discount. The server at Thomson’s had us wait after settling our bill to ensure the discount was applied. After receiving the invoice a day later, the discount was not applied. - Parking is an extra $32. I did not see this disclaimer anywhere when purchasing the room. - The main reason we chose the Hyatt was so we could relax in the pool and hot tub. Both were filled with kids from 4:00pm until 10. We waited for hours to use the facilities, however they were filled to max capacity all night. That was our first and last time using the Hyatt. I highly recommend not staying there if you’re looking for a date night.",negative,real
227,Hyatt Regency,"We booked a table for 4 on Sunday Aug 15 for the Sunday Brunch that is advertised on the hotel website. When we arrived, we discovered that there was no brunch, the service was distracted and poor in a relatively empty Thomsons Kitchen and Bar, order items were missed 3 times during the course of the visit, and one of our guests was charged for the bottled water that was supposed to come with the Brunch. This was a disappointing result, and there is no way to contact the hotel directly, as they booked the table through an online service based out of SF, USA? We definitely will be telling everyone to try elsewhere. Do better, Hyatt.",negative,real
228,Hyatt Regency,"For the price I paid, very disappointed with the room. Carpet seemed unclean, does not even have the bare necessity of a pen and stationary. I had to go down to check in desk and had to wait in line to get an envelope and paper. My shirt got black stained from using the room iron and when I reached out to customer service I felt ignored. I have better stays on 3 star hotels that are not as expensive. Very disappointing and will make sure to warn people in my circle to be wary of Hyatt Regency Calgary.",negative,real
229,Hyatt Regency,My stay here was perfect but then I left something and called to ask about it ;transfer my call to a voicemail of lost and found and haven’t heard from them. I guess someone claimed it for themselves.,negative,real
230,Hyatt Regency,Don’t be deceived by the reviews and edited photos!!! This is an old hotel!!! Room is not that clean at all and the towels and robes are gross! Fullbody mirror by the door is very dusty! Disgusting!,negative,fake
231,Hyatt Regency,"Couple of the staff members was very unpleasant to deal with, ended up cancelling my reservation to go down the street to Le Germaine Hotel where I’ve had much better experiences with staff. Would have expected a more easier going experience here during middle of covid where hotels are hardly occupied and losing business everyday. One day I needed a key as I locked myself out and I was told my name isn’t on the reservation without even being asked my name. (I was the one who booked the reservation and was the only name on the reservation)",negative,real
232,Hyatt Regency,"Was dealing with Isslam for 2 weeks booking and event with a budget of around $500K + 210 guest also booking rooms for 5 days. It took him a week to give me a quote and then I was waiting on him for another 3 days to give me some seating arrangements due to social distance requirements (Covid). I spoke to him and emailed him during that period to specifically clarify we were on board, just waiting to hear back from him on the seating plan to sign the contract (which he had not yet prepared, had only provided a quote). He emailed me after 2 weeks to say that another booking had been made by some other client he was working with at the same time so they could not longer accommodate our event! Very unprofessional and poorly handled. The only reason why paperwork was not signed was due to his delay on sorting them to finalize the process.",negative,real
233,Hyatt Regency,Misleading sales tactics lead to $600 extra charges and hours of wasted time. They will not honour central booking lines deals made. We even canceled another hotel to come here... terrible decision and will be avoiding Hyatt for all business and personal travel.,negative,real
234,Hyatt Regency,Disgusting hotel. Blood in the rooms. Over charged on your bill. Will definitely not be staying here again,negative,fake
235,Hyatt Regency,"To Whom It May Concern, My husband and I had a terrible interaction with one of your guest service agent who was responsible of directing traffic in front of the parking lot on Wednesday, March 13. Due to rush hour traffic, we had to stop our car in front of the hotel parking entrance and wait for the light, this guest service agent came to us and knocked at our window in a very aggressive manner. I lowered the window and politely said, Hello? The reply of hers was not “Hello? “Or “Excuse me”, she was just very angry and yelled very loudly at my husband: “You guys need to move! Yes, back off!"" We were shocked that we were spoken to at this way by a hotel staff, but we were happy to do so, however, the car behind us didn't allow enough room for us to do so. She yelled at us again ""Okay! Now you can't back off!"" and she rolled her eyes at me, and said ""There is a sign there, read the sign!”. She was very rude and very disrespectful with her communications. I felt extremely awful about being yelled. Just when I was able to ask her to calm down, I witnessed there was a pedestrian trying to cross the path past the parkade entrance, she yelled at this person and said ""hey, you, stop!"" This guest was shocked and said, ""Excuse me, are you serious?"" The guest service agent replied, ""Yes! I am dead serious"". And the yelling continued. This 45 seconds interaction negatively impacted my day. Now, I was able to tell you exactly what happened, because it just happened to me 48 hours ago. I may not remember any details months later, but I will always remember how this guest service agent made me feel, as the experience forever affected my perception towards the Hyatt Brand and the Hyatt employees’ professionalism as a whole. I personally think that if you are not patient and do not know how to carry yourself in a professional manner in a stressful situation, you should not be in a hospitality industry. I strongly feel that I was being verbally abused by your employee, and I think no one should be treated like no body. Finally, I demand an official apology from your general manager.",negative,real
236,Hyatt Regency,Sketchy hotel next to the LRT in Calgary high crime area avoid if you can,negative,real
237,Hyatt Regency,"Service is quite good. However, zero security! Always take care of your belongings there. I am 100% sure that I left my cellphone in the room before checkout. On the way to the airport I called them and they checked the room. Surprisingly, they did not find it. I was late for the flight and could not get back to the hotel. Simply they could not find my new cell phone. Unbelievable security!",negative,real
238,Hyatt Regency,"Terrible hotel. Very dirty, blood on bed. They overcharge your bill and then dont answer when you call. No room service at all. Nothing is open in thier hotel. Waste of money. Would never come back",negative,fake
239,Hyatt Regency,"Service was really good. Staff members were friendly and helpful. Was not the cleanest hotel. For this price I can find a much cleaner and better hotel. Paid parking for $30 sucks, paid breakfast for $40 sucks, rooms were too small. View was good from the rooms. Uneven beds, got neck pain next day when I realized it. Overall, will never go to them again.",negative,real
240,Hyatt Regency,"The girl working the desk was extremely aggressive even though her coworker made a mistake and over charged me $1239. They were wrong, they made the mistake, and I was treated like one of the homeless people who frequently try to enter the hotel. We paid in cash when we arrived, and another $150 on credit. I was supposed to have $300 for room insurance authorized on my credit card but they took $1239.63 instead. Upon checkout they then increased their room charge so I ended up being charged $200 instead of $150. All of this being piled onto my credit card that I was supposed to be using for food, leaving me with like $50 to spend. They then assured me that once I checked out, the $1239.63 would be returned. However this was a lie because after phoning them wondering where my money was after I traveled back home they said it takes at least 2 days to be returned.",negative,real
241,Hyatt Regency,"They will over charge you for your stay. Wont get back to you. Give you dirty rooms, just a gross hotel and complete waste of money. Did I mention the disgusting room?",negative,real
242,Hyatt Regency,Dirty hotel rooms. Charged too much on the bill. Worst experience I've ever had for a hotel. Extremely disappointed:(,negative,real
243,Hyatt Regency,Worst experiance ever. Fantastic band playing and were told they would play until 1. Staff began to take apart the bar before midnight and as the band played and I watched the waiter walk by tapping his wrist at the band. As he cleared our table a waiter began accosting a member of our party saying the band needs to get off and they are being rude. We had nothing to do with the band besides enjoying the music. Considering we were spending astronomical prices for drinks being verbally attacked by a waiter was just so unbelievable. The band apologied to us for what happened - they were amazing. Poor service and rude staff. Will never stay here again. I left a one star rating but if I could pick no stars that would be my choice. We have stayed at the Hyatt before but will never stay again just on principal. Save your money and stay elsewhere. This hotel can't handle a regular Saturday night.,negative,real
244,Hyatt Regency,So tonight I go to the lounge. A cold bartender reluctantly serves me a beer. I then spill the beer and offer to clean it up. She says that they have staff to do that. I went in there to have a beer and use the wifi. And when I tried to order another beer she basically refused me service cause I was too 'anxious'. I'm sorry that I was trying to be polite and help clean up my mess. I even told her I just wanted to have one beer and use the wifi then leave. Never felt such disrespect in any establishment. Sorry to disturb your evening. You need a lesson in customer care cause you could have found a more polite way to refuse me service.,negative,real
245,Hyatt Regency,"I am appalled with the service in the Sandstone Lounge located in the Hyatt. I was refused service after refusing to tip. I was being aggressively stared at by one of the staff members supposed to be serving the lounge. When calmly I but urgently asked to speak to the manger and security out of fear for my safety they told me I had to leave the lounge. I am new to Calgary, had never seen the young male in my life. I have no idea why he was rudely making constant, aggressive, direct eye contact with me. Evey time I would try and make light of the situation and be friendly with the young thug he would snub me. If this is the way the Hyatt Regency treats all of its hungry and thirsty patrons I fear for weaker civilian's safety.....",negative,real
246,Hyatt Regency,"I guess they dont change the sheets here as there were fresh blood splatters all over the sheets. Hotel did nothing but ""discount a movie""",negative,real
247,Hyatt Regency,"Seems they never change bedsheet! We found a hair on the bedsheet and asked them to change the bedsheet, but they switched a room for us. Unfortunately, we found a piece of hair again on the bed of the new room. A used hairnet was also found in washroom... will never choose again!",negative,real
248,Hyatt Regency,Was at a conference this week. Be careful of loose rug in lobby. Flipped up and caught my shoe while walking. Back is a mess today,negative,real
249,Hyatt Regency,Extremely noisy during renovations. Front desk just brushed it off and weren’t too accommodating or apologetic. Tried getting ice on several floors and none of them worked. Will not be staying here again. Stay at a nearby hotels like le germain or Palliser at all costs.,negative,real
250,Hyatt Regency,"Worst place ever and really shady stuff. I got charged $219 for local call. I called hotel they said they didn’t charge me it is their carrier charged me, so I called them again to get a receipt or invoice from phone company this time same hotel representative told me that they didn’t charge me I booked it through expedia so expedia charged me. I made a phone call to expedia and they said they never charged me it is hotel who charged me. My phone number is local and it was clearly saying on the phone in the hotel that local calls are free. Hyatt regency misused my credit card information and charged me $219 extra for a local phone call and hotel representative lied and said it is not them it is just carrier who charged me. I DO NOT SUGGEST THIS HOTEL TO ANYONE",negative,real
251,Applause Hotel by CLIQUE,"Nothing to complain about, the room was clean the beds we’re comfortable and an excellent breakfast was included! The rooftop hot tubs were also great. Overall I would definitely recommend this hotel, it’s also nice and close to the airport!",positive,real
252,Applause Hotel by CLIQUE,"the rooms are very nice, modern and clean, tv in bathroom is a bonus. near airport and very quiet location. hotel has a very good vibe, breakfast are delicious. staff are very friendly. check in and out very efficient.  will stay again for sure.",positive,real
253,Applause Hotel by CLIQUE,"We stayed for 4 nights in August 2020.  We used the hotel as a base for exploring Calgary and area.  Even though it's an airport hotel, it is easy to get onto the highway to take you everywhere, so it's very convenient.  The rooms are beautiful and very clean and comfortable.  The staff were excellent, and the breakfast included was amazing (menu service).  I would 100% stay here again.",positive,real
254,Applause Hotel by CLIQUE,"Stayed for 3 nights. Nice hotel, friendly staff. Breakfast included, 4 options (maybe just because of Covid?), just ok food, we didn’t eat here for other meals. Overall, good hotel, personally wouldn’t stay more than a couple nights.   Pros- Extremely friendly staff  Nice showers!  Cool lighting in rooms Water/ coffee in the room Loved seeing the planes at the airport  Clean for the most part* (see cons)  Cons- Toilet paper was the quality of a gas station bathroom :| Bed-very low and uncomfortable, could feel the springs *Questionable stain on the chair/ lounger  So, not a perfect stay, but good nonetheless! ",positive,real
255,Applause Hotel by CLIQUE,"Have stayed in the hotel twice now and both times have been great! The staff is super friendly, Marlin helped check us in and even took the extra step to learn our babies name and gave him a little gift! The hotel is clean, especially right now with COVID they took extra steps to make us feel safe. They were super accommodating, especially since we had a couple more requests with staying with a baby. Definitely would recommend staying here! It’s super close to a lot of the main roads in Calgary, so doesn’t take long to get anywhere.",positive,real
256,Applause Hotel by CLIQUE,"We absolutely love staying at this hotel. The amenities are great, wonderful breakfast!! The hot tubs on the roof are very nice. Nice touch. We will certainly return. The shuttle service to the airport was handled very smoothly and courteously.",positive,real
257,Applause Hotel by CLIQUE,"This was our 4th stay to Applause/Clique and again it was wonderful! We stayed here the night before flying out for our honeymoon and when we got into our room, the hotel had a beautiful card wrote up for us along with a bottle of champagne. It was so unexpected but highly appreciated! It really made the start to our honeymoon incredible. Also, because our pickup was hours before breakfast would open at the hotel - the hotel gave us vouchers for supper instead. The service at this hotel is stand up, and the little things they did really made us love them even more! We will always continue to book with Clique/Applause when we leave for vacations :)",positive,real
258,Applause Hotel by CLIQUE,Good shuttle from airport.  Nice rooms.  Modern hotel. Good restaurant. Comfortable bed.  Very clean hotel.  This is my second time at this hotel and I really like it.  Great value for the price.  Decent food too.,positive,real
259,Applause Hotel by CLIQUE,"We stayed here one night on a stopover on the way home from vacation.  Check in was fast and efficient and our room preferences were completely adhered to.   We were a little worried going to the room as the hallway carpets were quite dirty with lots of debris, and the rooms seemed very close together.   But all was great in the room.  Extremely clean, good lighting, very comfortable bed and linens.   The shower was great with overhead jets as well as side jets.   We didn't expect breakfast with the room so were happy to receive vouchers for breakfast at Tonic with 4 different options.    The only issue with the room is that we wish there was a way to turn off the blue light under the bed as we prefer to sleep in total darkness.   The shuttle service from and to the airport was…",positive,real
260,Applause Hotel by CLIQUE,"This is a new hotel with a great location and great staff.  The rooms are modern and clean and well maintained.  There is a great restaurant and bar on site.  Parking is free and there is a shuttle.  Also, they allow you to leave your care there for much cheaper price than at the Airport.",positive,real
261,Applause Hotel by CLIQUE,"This is a fairly new hotel so every part of it is clean and fresh.  The rooms are big, beds are comfortable and the TV's are nice as well. The icing on the cake is the hot tubs on the roof.  There is nothing better than sitting outside watching the planes come and go while relaxing in the hot water.",positive,real
262,Applause Hotel by CLIQUE,"The pickup from the airport, to the checking in was well organized. We arrived late in the evening and was nice to find the lounge still open, the food was good and so was the service. The rooms are very well equipped and comfortable. ",positive,real
263,Applause Hotel by CLIQUE,"We stayed overnight in the Applause Hotel and were very impresses.  We had two rooms, and they were very clean and comfortable.  The gym was very good (for a  hotel), as the roof hot tub was great!.  The staff at the front desk were incredibly helpful and the food at the restaurant was very good. Highly recommended.",positive,real
264,Applause Hotel by CLIQUE,"We needed a hotel by the airport for 1 night pre-Christmas, and because we'd stayed at the Applause Hotel several times in the past, figured we should go there again.  We weren't disappointed.  Marlon checked us in efficiently, made sure we were addressed appropriately, and within a couple of minutes, we had our room keys and were on our way. The room was standard for Applause, with a couple of exceptions - they no longer have slippers for their guests.  I always enjoyed them because they were easy to pack for weekend getaways when you didn't need your big fluffies from home!  They also don't have complimentary room snacks any longer - they do however, provide 2 bottles of water along with special coffees for the Nespresso machine. Our room was quiet, clean, and heat / AC worked…",positive,real
265,Applause Hotel by CLIQUE,We needed one night here before heading out to Banff.   Lots of goodies for a decent price :)  Everything you need here and SUPERB water pressure :)  Breakfast is made to order and included which was very nice. The only different thing here is that the beds are very low - and would be hard for a person with bad knees to get out of.   The staff here were exceedingly friendly.,positive,real
266,Applause Hotel by CLIQUE, Had a layover and checked into this hotel for our first visit . The rooms where modern and chìc with comfortable beds and a quiet stay which we needed . The staff was pleasant and no problems here at all . Restaurant/ lounge on-site and the hot tubs on the roof were a major bonus !!,positive,real
267,Applause Hotel by CLIQUE,we Really enjoyed our stay. The room was clean and comfortable. The staff were friendly and helpful. The rooftop hot tubs were a highlight for us. The hotel is conveniently located close to the airport.,positive,real
268,Applause Hotel by CLIQUE,Exceptional hotel. Service and staff are top notch. Very modern and Beautifully decorated rooms.  Had breakfast in the restaurant- decent variety and excellent service. Only stayed one night but will definitely stay again.,positive,fake
269,Applause Hotel by CLIQUE,"Rooms were clean and comfortable, staff was friendly. I was with a group for a conference and they all over it. WIFI is a bit of an issue in the evening it keeps disconnecting. Feel comfortable referring friends. ",positive,real
270,Applause Hotel by CLIQUE,"We were warmly greeted by front desk staff, Marlon, who upgraded our room and presented us witj a coupon for free hot breakfast in the morning. Room is large, well appointed.  Has remote control lighting which we controlled.  Lovely clean bathroom. My only concern was the coffee machine for the morning.  That was my problem since I have never used a Tassimo.  Will get instruction for our next visit. Would highly recommend tbis Calgary Hotel.",positive,real
271,Applause Hotel by CLIQUE,It was not my first time in this hotel and it definitely won’t be my last. I love this hotel. The rooms are chic the ambience is impressive and even the bathrooms are a step above the rest. You won’t be disappointed staying here! ,positive,fake
272,Applause Hotel by CLIQUE,"We stayed in an executive suite. The price was very reasonable for the size of room. Loved the beautiful tiled walk in shower with the full body spray and rainfall shower head. It was totally worth the price to have two rooms and two TVs. It was nice to have a microwave to reheat my dinner leftovers. The lighting under the bed was a fun touch. The front desk personnel were very nice and helpful and I loved picking up a crisp apple and a glass of cold lemon water each time I came through the lobby. I was worried that there would be noise from the airport,but it was very quiet. Overall a clean, comfortable and stylish hotel.",positive,real
273,Applause Hotel by CLIQUE,A terrific hotel nearby to the airport . Lovely rooms that are well appointed and very comfortable . Free WiFi and a restaurant / bar in the lobby - happy hour at 5pm ! Super staff who were very friendly and helpful. Free parking outside hotel on check in. ,positive,real
274,Applause Hotel by CLIQUE,I only had one night to stay...I wish I could have spent a few days!  Very upscale feel to the hotel!  Convenient with a restaurant on site!  Beds were extremely comfortable! The shuttle to the airport took less than 5 minutes and they were right on time!,positive,real
275,Applause Hotel by CLIQUE,"I arrived home into YYC on a Saturday night in a blizzard and since we live an hours drive outside the airport, when I landed, my Husband had called ahead and booked me a room here for the night instead of me trying to drive home in the snow (great guy!!)  When I arrived at the hotel about 11 pm, their phone was ringing like mad with people looking for a room, so I was fortunate to have a bed for the night.  Very modern design, but isn't the best layout when it's cold and snowy and the lobby doors won't open or close on their own - poor layout for sure and I fealt for the hotel staff having to work bundled up in their sweaters!!  Room was large, comfortable bed - very modern with under bed lighting and high ceilings and fridge.  They gave me a drink voucher in the lounge when I…",positive,real
276,Applause Hotel by CLIQUE,Our entire family stayed at this Applause Hotel and it was a very pleasant experience! It is a fairly new hotel. Our room was very clean and nicely appointed. There is a restaurant/lounge on the main floor with a good menu. There were daily specials and open until 1:00 AM. All the staff were friendly and accommodating. It's near the airport with shuttle service. The price was average. I would definitely stay here again.,positive,fake
277,Applause Hotel by CLIQUE,Great modern hotel with very convenient location to Calgary Airport and major highway.  Lounge is very cozy and the food is good.  Roof top hot tubs are a great way to unwind after a long day of business or a day in the mountains.  Highly recommended!,positive,fake
278,Applause Hotel by CLIQUE,"What a great airport hotel! Less than $100 USD via Expedia including tax, breakfast and a cocktail. Fast and friendly service at the front desk. Room is quiet, spacious and very modern. I slept very well. Even has a mini fridge. Nice toiletries and linens. I loved all the different spray heads on the shower. Airport shuttle runs every 30 mins; they will book your shuttle at check-in.",positive,real
279,Applause Hotel by CLIQUE,Great hotel. Will stay there every time I head to Calgary. Close to the airport with long term parking and a shuttle. Rooms are great. Travelled with 2 teenage boys and theirs (and mine) favourite part was the led lights and the tv in the shower!,positive,real
280,Applause Hotel by CLIQUE,"Clean spacious rooms with luxury finishes, friendly helpful staff, free parking, shuttle bus to airport, coveniently located near Crossiron Mills shoppping, quiet hotel with great food, overall great value for money, love staying here!",positive,fake
281,Applause Hotel by CLIQUE,"Totally lives up to its top 5 in Calgary reviews. Rooms were huge, quiet and actually had parking. In-house restaurant is good as well. Loved all the free perks in the room and the shower was excellent. ",positive,real
282,Applause Hotel by CLIQUE,"Very Clean!!! Very good hotel. My parents like the shower room. The hot tub on the deck is great try. Nearby airport. If you stop by Calgary or arrive late or departure early, Applause is your best choice. ",positive,fake
283,Applause Hotel by CLIQUE,"This hotel is great. The beds are extremely comfortable. The rooms are large and the furniture is nice looking and comfortable. The shower is really great with multiple faucet functions. Breakfast came with the room and was very good. The location is great, less than 10 minutes from the airport. ",positive,real
284,Applause Hotel by CLIQUE,Applause Hotel was a pleasant surprise.  My family and I stayed one night after arriving late to Calgary.  The service was excellent and the property quite clean.  Our room was nice and a decent size.  Great made to order breakfast was provided in the restaurant.  I would definitely recommend staying at this property is you are looking for an option near the Calgary Airport.,positive,real
285,Applause Hotel by CLIQUE,If you have to stay near Calgary airport then stay here. It is not in walking distance from the airport but they do have a shuttle to and from. Our room was huge and quiet and clean and the bathroom was amazing. I wanted to take the shower home with me! The water pressure was fantastic. The shower had all different outlets!! The bathroom products were lovely. The bed was really comfortable. Admittedly we had travelled over 20 hours but we stayed 2 nights and the bed was great. This was our 1st stop on a month in Canada and by the end I realised the only thing I don't like about Canada is the jet lag.,positive,real
286,Applause Hotel by CLIQUE,"top of the line of hotels at reasonable prices,  everything from the room to the restaurant and I could not find fault in any area.  the staff extremely friendly and helpful and the amenities were really good. ",positive,fake
287,Applause Hotel by CLIQUE,"Great hotel for exploring the Canadian Rockies.  Very well managed and designed for price point, staff are welcoming and genuinely interested in making your stay enjoyable.  Most impressive was fast wifi, airport shuttle, shower was a joy and restaurant.  Overall, great value for money.     ",positive,fake
288,Applause Hotel by CLIQUE,FAR from everything except the airport. Too many sexual innuendos. Charged 16% more than booking.com reservation.,negative,fake
289,Applause Hotel by CLIQUE,directions to hotel. difficult especially with the gps not linked to correct location and the nearby construction,negative,real
290,Applause Hotel by CLIQUE,How the hot tub is always packed and there’s hardly any room for anyone else. Also one of the hot tubs was closed so probably spent. 10 minutes total in there and even extended a day to try to get some hot tub time but it didn’t work out.,negative,real
291,Applause Hotel by CLIQUE,Rooms were not as clean as we had hoped. Shower leaned onto the floor,negative,real
292,Applause Hotel by CLIQUE,"Wifi was terrible, wouldn’t stay connected for more than 10 mins at a time",negative,fake
293,Applause Hotel by CLIQUE,"We needed to leave the hotel earlier than the 7am restaurant opening time to take advantage of the free breakfast, making this an expensive stay. Toilet paper was of low quality and the bed was not comfortable, a surprise considering the price of the room",negative,real
294,Applause Hotel by CLIQUE,Internet / WiFi is terrible . Not accessible,negative,real
295,Applause Hotel by CLIQUE,"When we got into our room our toilet was running. I didn’t think anything of it. It was a little annoying but I didn’t feel it was the end of the world. My fiancé had to wake up early to catch a flight. We went to bed and I got up a few minutes later to use the washroom. We were in a pet friendly room and had a bowl of water down for our two small dogs. It was dark and I stepped into water and thought I had knocked the water bowl over. I turned the light on and saw that I was standing in toilet water. I woke up my fiancé and told him the bathroom was flooded. He was frustrated because he just got to sleep. He called the front desk to let them know we needed a new room and they said they would call us back when they figured something out. I guess because we had our dogs it was hard to find another dog friendly room, even though I’m pretty sure the hotel wasn’t even close to full. We waited for a call back and after 5 minutes my fiancé decided to go to the lobby because he wanted to get back to sleep. He told me that he was frustrated, and probably rude, but that the person at the front desk was not being very helpful at first. They finally came to our room with new room keys and offered to help us move rooms. We moved to the other side of the hotel. Still a nice room but on the side of the hotel that I know is cheaper. My fiancé apologized to the person at the front desk for having a short temper and we thanked him for moving us. He said that a manager would follow up with us via email in the next day or two. We never got a follow up. When I checked out the next day the new person at the front desk was confused as to why I had a new room and I explained thinking that she might have apologized or given me a small discount but she didn’t. I’m really disappointed because really like this hotel but was very disappointed by the experience. We were also charged $50 to have our two small dogs in the room",negative,real
296,Applause Hotel by CLIQUE,service,negative,fake
297,Applause Hotel by CLIQUE,"Expensive, dirty, terrible continental breakfast, paper plates, plastic cutlery, very hard to understand staff. No staff about at breakfast. Bed very uncomfortable and 1/2 a pillow each",negative,fake
298,Applause Hotel by CLIQUE,"The room is good. But the breakfast is not. Its stated in their website that we have an option for breakfast. So we took it.  They had coupons and the didnt say that the breafast was plated.  We waited for 44 min for our plated meal which consists of 2 small stips of bacon, 2 eggs, 2 toasts and a few potato wedges.  Worst breakfast in a hotel we've ever had. ",negative,real
299,Applause Hotel by CLIQUE,"I'm baffled at all the good reviews because it's as though I've stayed at a completely different hotel.  First of all, the rooms are horribly run down. We felt like one of those century old hotels that is desperately in need for renovation. And there were pools of long tailed mosquitos right outside the hotel glass panels and that was itself an indication of hotel maintenance for us. Besides, what's with the customer service?! The front desk guy was reckless with anything we asked. We asked for room slippers since we saw several people wear them but didn't find any in our room. When we called the front desk, the guy says they are out of stock and can't do anything about it - that's very apologetic. The next day morning, when we asked for water bottles to be sent to the room, the…",negative,real
300,Applause Hotel by CLIQUE,"The Applause is a very modern hotel located very close to the airport. The foyer, lounge and building are well designed. The rooms are newly decorated with textured wallpaper, wonderful tile work, marble counter tops and glitzy amenities such as a t.v. in the bathroom and LED lighting emanating from the bed frame. Everything looks good, but looks are deceiving. For all the money spent on the decor, they should have invested some on comfortable beds and quiet A/C units. The mattress reminded me of what you experience at camp when you were a kid and the A/C unit squealed loudly all night. The door frame did not meet up with the door allowing the bright hallway light to flood into the room all night. The sheets were stiff and sandpaper like. For all the marble, lighting and…",negative,real
301,Wyndham Garden Calgary Airport,"Absolutely what we needed including shuttle to/from airport, wake up call, and calming influence when we were worried we might be snowed in.  The view from our window was a great way to watch the snowfall as well.  Staff was courteous and helpful.",positive,real
302,Wyndham Garden Calgary Airport,"This is the second time we stayed in this hotel. This is our go-to hotel in Calgary. It is clean, the area is quiet, the building is new, and their staff is very friendly. I like the modern and cozy design of the rooms. And it smells nice as soon as you enter the lobby, the hallways, and the room. It’s the smell of cleanliness! The beds are comfy, lighting is also awesome. We’d stay here again without hesitation.",positive,fake
303,Wyndham Garden Calgary Airport,"It was great. We enjoyed our stay. The pool was open 24 hours, which was the best since we got to go at a later time. Really clean and the service was awesome. Would definitely book their again and recommend it to family. ",positive,real
304,Wyndham Garden Calgary Airport,"My husband and I stayed at this hotel in august 2021 and we loved everything about it. Great location, great staff, great price, very clean and comfortable, quiet and the restaurant was very good both for dinner and the breakfast location. ",positive,real
305,Wyndham Garden Calgary Airport,I will visit again. Like the pool and rooms. Very spacious rooms. Clean washroom. All the appliances was working and well organized. Tons of towel for washroom. Very quite and present place. Good lighting.,positive,fake
306,Wyndham Garden Calgary Airport,"Staff was friendly upon arrival, rooms were clean and beds were comfy. Easy check in and easy check out. Also loved that they had washing machines for guests to use. Definitely will be staying here next time I’m in Calgary.",positive,real
307,Wyndham Garden Calgary Airport,"Absolutely fabulous experience, we enjoyed our stay and my children wanted to stay some more days. lol.. serene environment, easy to locate and get out of town as well. Staff were very pleasant and accommodating,  looking forward to another experience.",positive,real
308,Wyndham Garden Calgary Airport,"We went there just for one night, and the very last minute. We had run into a problem with our other hotel for the night and had to do a very late check in. There was no problems at all and the service was fantastic. The room and hotel were spotless. Perfect choice if you have an early flight. ",positive,real
309,Wyndham Garden Calgary Airport,"Excellent accommodations, service was great. Interaction at check in and check out was a breeze. I was able to dine in the restaurant for Dinner and Breakfast and the service was very good and food was of very good quality. Thank you",positive,fake
310,Wyndham Garden Calgary Airport,"We’ve heard about this restaurant, but we had some doubt because it is in the hotel, but it is true, this place is incredible! The food I presume is made by a high qualified chef and the service from the two waitress that we had in the two weeks are amazing. My wife and I have been coming every evening for two weeks and we are not even staying at this hotel but next door, we even come just before closing to get the amazing red velvet cake. Again we are both impress with the food and service and we will surely come out again in the future when we are in Calgary, even if it would be out of our way, for its worth-it!  Thanks to the owner, the chef and the waitress. Eric & Johanne Martinet",positive,real
311,Wyndham Garden Calgary Airport,"The hotel was nice and very clean, quiet also the was a good size and the bed was very comfortable. It’s recommended place to stay. They follow the safety and health rules to keep everybody safe and feel comfortable ",positive,real
